Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM1925226	AT1G19850	Chr1	6884477	6884678	AT4G26030: C2H2 family	protein:AT4G26030; gene id:AT4G26030; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-AT4G26030_col_a	TF	DAP-seq
GSM1925408	AT1G19850	Chr1	6884479	6884680	ATY13: MYB family	protein:ATY13; gene id:AT1G74650; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-ATY13_col_a	TF	DAP-seq
GSM1925107	AT1G19850	Chr1	6884507	6884708	ERF7: AP2EREBP family	protein:ERF7; gene id:AT3G20310; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF7_col_a	TF	DAP-seq
GSM1925011	AT1G19850	Chr1	6884509	6884710	ABR1: AP2EREBP family	protein:ABR1; gene id:AT5G64750; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ABR1_colamp_a	TF	DAP-seq
GSM1925019	AT1G19850	Chr1	6884511	6884712	AT1G28160: AP2EREBP family	protein:AT1G28160; gene id:AT1G28160; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G28160_colamp_a	TF	DAP-seq
GSM1925024	AT1G19850	Chr1	6884518	6884719	AT1G77200: AP2EREBP family	protein:AT1G77200; gene id:AT1G77200; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G77200_colamp_a	TF	DAP-seq
GSM1925025	AT1G19850	Chr1	6884518	6884719	AT1G77200: AP2EREBP family	protein:AT1G77200; gene id:AT1G77200; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G77200_col_a	TF	DAP-seq
GSM1925026	AT1G19850	Chr1	6884519	6884720	AT3G16280: AP2EREBP family	protein:AT3G16280; gene id:AT3G16280; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT3G16280_colamp_a	TF	DAP-seq
GSM1925029	AT1G19850	Chr1	6884519	6884720	AT3G60490: AP2EREBP family	protein:AT3G60490; gene id:AT3G60490; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT3G60490_colamp_a	TF	DAP-seq
GSM1925041	AT1G19850	Chr1	6884519	6884720	At2g44940: AP2EREBP family	protein:At2g44940; gene id:AT2G44940; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At2g44940_colamp_a	TF	DAP-seq
GSM1925044	AT1G19850	Chr1	6884519	6884720	At4g16750: AP2EREBP family	protein:At4g16750; gene id:AT4G16750; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At4g16750_col_a	TF	DAP-seq
GSM1925060	AT1G19850	Chr1	6884519	6884720	CBF4: AP2EREBP family	protein:CBF4; gene id:AT5G51990; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-CBF4_colamp_a	TF	DAP-seq
GSM1925062	AT1G19850	Chr1	6884519	6884720	CEJ1: AP2EREBP family	protein:CEJ1; gene id:AT3G50260; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-CEJ1_colamp_a	TF	DAP-seq
GSM1925063	AT1G19850	Chr1	6884519	6884720	CEJ1: AP2EREBP family	protein:CEJ1; gene id:AT3G50260; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-CEJ1_col_a	TF	DAP-seq
GSM1925071	AT1G19850	Chr1	6884519	6884720	DEAR2: AP2EREBP family	protein:DEAR2; gene id:AT5G67190; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-DEAR2_colamp_a	TF	DAP-seq
GSM1925023	AT1G19850	Chr1	6884520	6884721	AT1G71450: AP2EREBP family	protein:AT1G71450; gene id:AT1G71450; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G71450_col_a	TF	DAP-seq
GSM1925033	AT1G19850	Chr1	6884520	6884721	At1g19210: AP2EREBP family	protein:At1g19210; gene id:AT1G19210; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At1g19210_col_a	TF	DAP-seq
GSM1925752	AT1G19850	Chr1	6884520	6884721	bHLH10: bHLH family	protein:bHLH10; gene id:AT2G31220; protein family:bHLH; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bHLH_tnt-bHLH10_colamp_a	TF	DAP-seq
GSM1925155	AT1G19850	Chr1	6884554	6884755	At1g78700: BZR family	protein:At1g78700; gene id:AT1G78700; protein family:BZR; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-BZR_tnt-At1g78700_col_a	TF	DAP-seq
GSM1925151	AT1G19850	Chr1	6884556	6884757	BAM8: BES1 family	protein:BAM8; gene id:AT5G45300; protein family:BES1; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-BES1_tnt-BAM8_colamp_a	TF	DAP-seq
GSM1925159	AT1G19850	Chr1	6884556	6884757	At4g36780: BZR family	protein:At4g36780; gene id:AT4G36780; protein family:BZR; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-BZR_tnt-At4g36780_col_a	TF	DAP-seq
GSM1925578	AT1G19850	Chr1	6884556	6884757	ATAF1: NAC family	protein:ATAF1; gene id:AT1G01720; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ATAF1_col_a	TF	DAP-seq
GSM1925770	AT1G19850	Chr1	6884556	6884757	ABI5b: bZIP family	protein:ABI5; gene id:AT2G36270; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v3b; subset:motif	DAPSeq-bZIP_tnt-ABI5_colamp_v3b	TF	DAP-seq
GSM1925773	AT1G19850	Chr1	6884556	6884757	AREB3: bZIP family	protein:AREB3; gene id:AT3G56850; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-bZIP_tnt-AREB3_col_v31	TF	DAP-seq
GSM1925771	AT1G19850	Chr1	6884557	6884758	ABI5h: bZIP family	protein:ABI5; gene id:AT2G36270; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3h; subset:motif	DAPSeq-bZIP_tnt-ABI5_col_v3h	TF	DAP-seq
GSM1925808	AT1G19850	Chr1	6884557	6884758	bZIP53: bZIP family	protein:bZIP53; gene id:AT3G62420; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-bZIP_tnt-bZIP53_colamp_a	TF	DAP-seq
GSM1925809	AT1G19850	Chr1	6884557	6884758	bZIP68: bZIP family	protein:bZIP68; gene id:AT1G32150; protein family:bZIP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-bZIP_tnt-bZIP68_col_a	TF	DAP-seq
GSM1925749	AT1G19850	Chr1	6884558	6884759	BIM2b: bHLH family	protein:BIM2; gene id:AT1G69010; protein family:bHLH; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3b; subset:motif	DAPSeq-bHLH_tnt-BIM2_col_v3b	TF	DAP-seq
GSM1925541	AT1G19850	Chr1	6884601	6884802	ANAC016: NAC family	protein:ANAC016; gene id:AT1G34180; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC016_col_a	TF	DAP-seq
GSM1925603	AT1G19850	Chr1	6884612	6884813	VND2: NAC family	protein:VND2; gene id:AT4G36160; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-VND2_col_a	TF	DAP-seq
GSM1925033	AT1G19850	Chr1	6884613	6884814	At1g19210: AP2EREBP family	protein:At1g19210; gene id:AT1G19210; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At1g19210_col_a	TF	DAP-seq
GSM1925597	AT1G19850	Chr1	6884613	6884814	SND2: NAC family	protein:SND2; gene id:AT4G28500; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SND2_colamp_a	TF	DAP-seq
GSM1925126	AT1G19850	Chr1	6884614	6884815	RAP211: AP2EREBP family	protein:RAP2.11; gene id:AT5G19790; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-RAP211_colamp_a	TF	DAP-seq
GSM1925600	AT1G19850	Chr1	6884614	6884815	SND3: NAC family	protein:SND3; gene id:AT1G28470; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-NAC_tnt-SND3_col_b	TF	DAP-seq
GSM1925032	AT1G19850	Chr1	6884615	6884816	At1g19210: AP2EREBP family	protein:At1g19210; gene id:AT1G19210; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At1g19210_colamp_a	TF	DAP-seq
GSM1925596	AT1G19850	Chr1	6884615	6884816	SMB: NAC family	protein:SMB; gene id:AT1G79580; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-SMB_col_a	TF	DAP-seq
GSM1925607	AT1G19850	Chr1	6884616	6884817	VND6: NAC family	protein:VND6; gene id:AT5G62380; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-NAC_tnt-VND6_col_v31	TF	DAP-seq
GSM1925595	AT1G19850	Chr1	6884621	6884822	SMB: NAC family	protein:SMB; gene id:AT1G79580; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-SMB_colamp_a	TF	DAP-seq
GSM1925749	AT1G19850	Chr1	6884626	6884827	BIM2b: bHLH family	protein:BIM2; gene id:AT1G69010; protein family:bHLH; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3b; subset:motif	DAPSeq-bHLH_tnt-BIM2_col_v3b	TF	DAP-seq
GSM1925590	AT1G19850	Chr1	6884650	6884851	NST1: NAC family	protein:NST1; gene id:AT2G46770; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-NST1_colamp_a	TF	DAP-seq
GSM1925591	AT1G19850	Chr1	6884650	6884851	NST1: NAC family	protein:NST1; gene id:AT2G46770; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v31; subset:motif	DAPSeq-NAC_tnt-NST1_col_v31	TF	DAP-seq
GSM1925560	AT1G19850	Chr1	6884651	6884852	ANAC070: NAC family	protein:ANAC070; gene id:AT4G10350; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC070_colamp_a	TF	DAP-seq
GSM1925565	AT1G19850	Chr1	6884651	6884852	ANAC083: NAC family	protein:ANAC083; gene id:AT5G13180; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC083_colamp_a	TF	DAP-seq
GSM1925583	AT1G19850	Chr1	6884651	6884852	CUC3: NAC family	protein:CUC3; gene id:AT1G76420; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-CUC3_col_a	TF	DAP-seq
GSM1925601	AT1G19850	Chr1	6884651	6884852	VND1: NAC family	protein:VND1; gene id:AT2G18060; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-VND1_col_a	TF	DAP-seq
GSM1925566	AT1G19850	Chr1	6884652	6884853	ANAC083a: NAC family	protein:ANAC083; gene id:AT5G13180; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3a; subset:motif	DAPSeq-NAC_tnt-ANAC083_col_v3a	TF	DAP-seq
GSM1925175	AT1G19850	Chr1	6884684	6884885	AT5G02460: C2C2dof family	protein:AT5G02460; gene id:AT5G02460; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT5G02460_col_a	TF	DAP-seq
GSM1925177	AT1G19850	Chr1	6884685	6884886	AT5G66940: C2C2dof family	protein:AT5G66940; gene id:AT5G66940; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT5G66940_col_a	TF	DAP-seq
GSM1925169	AT1G19850	Chr1	6884686	6884887	AT1G69570: C2C2dof family	protein:AT1G69570; gene id:AT1G69570; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT1G69570_col_a	TF	DAP-seq
GSM1925171	AT1G19850	Chr1	6884686	6884887	AT2G28810: C2C2dof family	protein:AT2G28810; gene id:AT2G28810; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT2G28810_col_a	TF	DAP-seq
GSM1925176	AT1G19850	Chr1	6884687	6884888	AT5G66940: C2C2dof family	protein:AT5G66940; gene id:AT5G66940; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-AT5G66940_colamp_a	TF	DAP-seq
GSM1925187	AT1G19850	Chr1	6884688	6884889	CDF3: C2C2dof family	protein:CDF3; gene id:AT3G47500; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-CDF3_colamp_a	TF	DAP-seq
GSM1925193	AT1G19850	Chr1	6884688	6884889	OBP1: C2C2dof family	protein:OBP1; gene id:AT3G50410; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-OBP1_col_a	TF	DAP-seq
GSM1925204	AT1G19850	Chr1	6884689	6884890	dof45: C2C2dof family	protein:DOF4.5; gene id:AT4G21080; protein family:C2C2dof; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2dof_tnt-dof45_col_a	TF	DAP-seq
GSM1925562	AT1G19850	Chr1	6884699	6884900	ANAC071: NAC family	protein:ANAC071; gene id:AT4G17980; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC071_col_a	TF	DAP-seq
GSM1955351	AT1G19850	Chr1	6884707	6885979	H3K27me3	2-week old lhp1-6 seedlings without roots	lhp1_6_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1925241	AT1G19850	Chr1	6884716	6884917	IDD4: C2H2 family	protein:IDD4; gene id:AT2G02080; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-IDD4_col_a	TF	DAP-seq
GSM1925251	AT1G19850	Chr1	6884743	6884944	SGR5: C2H2 family	protein:SGR5; gene id:AT2G01940; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2H2_tnt-SGR5_col_a	TF	DAP-seq
GSM1925250	AT1G19850	Chr1	6884744	6884945	SGR5: C2H2 family	protein:SGR5; gene id:AT2G01940; protein family:C2H2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2H2_tnt-SGR5_colamp_a	TF	DAP-seq
GSM2367140	AT1G19850	Chr1	6884872	6887964	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep2	EF	ChIP-seq
GSM1592582	AT1G19850	Chr1	6884892	6885991	H3K27me3	EF6p::REF6-ZnF-HA ref6-1; seedlings at 12 DAG	H3K27me3_REF6-ZnF-HA	EF	ChIP-seq
GSM2130899	AT1G19850	Chr1	6884960	6887219	HAT22	10 uM abscisic acid for 4 hours	AT4G37790_HAT22_ABA_ChIP_rep1	TF	ChIP-seq
GSM2287861	AT1G19850	Chr1	6885018	6886460	WRKY33	WRKY33-HA; 1 uM flg22 for 2 h	W33HA_2h_1 (ChIP-Seq)	TF	ChIP-seq
GSM1925128	AT1G19850	Chr1	6885052	6885253	RAP212: AP2EREBP family	protein:RAP212; gene id:AT1G53910; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-RAP212_col_a	TF	DAP-seq
GSM1925396	AT1G19850	Chr1	6885069	6885270	AGL16: MADS family	protein:AGL16; gene id:AT3G57230; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MADS_tnt-AGL16_colamp_a	TF	DAP-seq
GSM1925300	AT1G19850	Chr1	6885211	6885412	AT4G37180: G2like family	protein:AT4G37180; gene id:AT4G37180; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-AT4G37180_col_a	TF	DAP-seq
GSM1925315	AT1G19850	Chr1	6885234	6885435	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_col_a	TF	DAP-seq
GSM1925509	AT1G19850	Chr1	6885234	6885435	At3g09600: MYBrelated family	protein:At3g09600; gene id:AT3G09600; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At3g09600_colamp_a	TF	DAP-seq
GSM1925526	AT1G19850	Chr1	6885234	6885435	LHY1: MYBrelated family	protein:LHY1; gene id:AT1G01060; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-LHY1_colamp_a	TF	DAP-seq
GSM1925527	AT1G19850	Chr1	6885234	6885435	LHY1: MYBrelated family	protein:LHY1; gene id:AT1G01060; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-LHY1_col_a	TF	DAP-seq
GSM1925528	AT1G19850	Chr1	6885234	6885435	RVE1: MYBrelated family	protein:RVE1; gene id:AT5G17300; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-RVE1_colamp_a	TF	DAP-seq
GSM1925529	AT1G19850	Chr1	6885234	6885435	RVE1: MYBrelated family	protein:RVE1; gene id:AT5G17300; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-RVE1_col_a	TF	DAP-seq
GSM1925520	AT1G19850	Chr1	6885235	6885436	At5g52660: MYBrelated family	protein:At5g52660; gene id:AT5G52660; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At5g52660_colamp_a	TF	DAP-seq
GSM1925164	AT1G19850	Chr1	6885242	6885443	CRC: C2C2YABBY family	protein:CRC; gene id:AT1G69180; protein family:C2C2YABBY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2YABBY_tnt-CRC_colamp_a	TF	DAP-seq
GSM1925165	AT1G19850	Chr1	6885242	6885443	CRC: C2C2YABBY family	protein:CRC; gene id:AT1G69180; protein family:C2C2YABBY; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C2C2YABBY_tnt-CRC_col_a	TF	DAP-seq
GSM1925323	AT1G19850	Chr1	6885261	6885462	AT4G00250: GeBP family	protein:AT4G00250; gene id:AT4G00250; protein family:GeBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-GeBP_tnt-AT4G00250_col_a	TF	DAP-seq
GSM1925506	AT1G19850	Chr1	6885261	6885462	At1g74840_col100_a: MYBrelated family	protein:At1g74840; gene id:AT1G74840; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-At1g74840_col100_a	TF	DAP-seq
GSM1925519	AT1G19850	Chr1	6885261	6885462	At5g47390: MYBrelated family	protein:At5g47390; gene id:AT5G47390; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-MYBrelated_tnt-At5g47390_col_b	TF	DAP-seq
GSM1925498	AT1G19850	Chr1	6885262	6885463	AT5G56840: MYBrelated family	protein:AT5G56840; gene id:AT5G56840; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-AT5G56840_colamp_a	TF	DAP-seq
GSM1925499	AT1G19850	Chr1	6885262	6885463	AT5G56840: MYBrelated family	protein:AT5G56840; gene id:AT5G56840; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-AT5G56840_col_a	TF	DAP-seq
GSM1925500	AT1G19850	Chr1	6885263	6885464	AT5G61620: MYBrelated family	protein:AT5G61620; gene id:AT5G61620; protein family:MYBrelated; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYBrelated_tnt-AT5G61620_colamp_a	TF	DAP-seq
GSM1925741	AT1G19850	Chr1	6885274	6885475	ATHB25: ZFHD family	protein:ATHB25; gene id:AT5G65410; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB25_col_a	TF	DAP-seq
GSM1925736	AT1G19850	Chr1	6885275	6885476	ATHB23: ZFHD family	protein:ATHB23; gene id:AT5G39760; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB23_colamp_a	TF	DAP-seq
GSM1925737	AT1G19850	Chr1	6885275	6885476	ATHB23: ZFHD family	protein:ATHB23; gene id:AT5G39760; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:b; subset:motif	DAPSeq-ZFHD_tnt-ATHB23_col_b	TF	DAP-seq
GSM1925746	AT1G19850	Chr1	6885275	6885476	AtHB32_col200_a: ZFHD family	protein:AtHB32; gene id:AT1G14687; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-AtHB32_col200_a	TF	DAP-seq
GSM1925740	AT1G19850	Chr1	6885285	6885486	ATHB25: ZFHD family	protein:ATHB25; gene id:AT5G65410; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB25_colamp_a	TF	DAP-seq
GSM1925744	AT1G19850	Chr1	6885288	6885489	ATHB34: ZFHD family	protein:ATHB34; gene id:AT3G28920; protein family:ZFHD; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-ZFHD_tnt-ATHB34_colamp_a	TF	DAP-seq
GSM1925329	AT1G19850	Chr1	6885292	6885493	ATHB40: HB family	protein:ATHB40; gene id:AT4G36740; protein family:HB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HB_tnt-ATHB40_colamp_a	TF	DAP-seq
